,negative,positive,neutral,total
occur,1.3331763934200545,0.0,0.0,1.3331763934200545
after flight cancelled,1.073269083593127,0.0,0.25906000963050024,1.3323290932236271
fly fi,0.2784963889399445,0.4454694058109754,0.6081423179499201,1.33210811270084
aa flight,0.25821302061264245,0.3678985953381662,0.705940741938246,1.3320523578890546
priceless,1.331761468503282,0.0,0.0,1.331761468503282
reflect,0.6728634454358945,0.0,0.6579830423472206,1.330846487783115
getaway,0.0,0.9458444306684146,0.3843978491647007,1.3302422798331153
bag onto,1.1010666988659508,0.22913175780106812,0.0,1.3301984566670189
smf,0.46094503986422475,0.869008662197041,0.0,1.3299537020612657
two hour late,1.329910360077146,0.0,0.0,1.329910360077146
extra day,1.3295335114912155,0.0,0.0,1.3295335114912155
sing,0.3092844994554734,0.6703947489869637,0.349375012031542,1.329054260473979
held plane,0.693973831051848,0.6347690023460401,0.0,1.3287428333978881
update departure,1.328261966539091,0.0,0.0,1.328261966539091
bump,0.9284164100855473,0.3992604678467866,0.0,1.3276768779323338
phone over hour,1.327459934404362,0.0,0.0,1.327459934404362
lauren im,0.0,0.6636700288611403,0.6636700288611403,1.3273400577222807
miami airport,0.554375913142775,0.0,0.7727778480605232,1.3271537612032982
phone service,1.3269769220489522,0.0,0.0,1.3269769220489522
get dc,0.2896047481299572,0.7091262775981709,0.32818013002347324,1.3269111557516013
tiny,1.326668918139566,0.0,0.0,1.326668918139566
yikes,0.3265285790558083,0.0,1.0,1.3265285790558083
800 not,1.326350305290768,0.0,0.0,1.326350305290768
need extra,0.9214646613354361,0.0,0.40487312295184225,1.3263377842872783
need well,1.3262903769011762,0.0,0.0,1.3262903769011762
disgraceful,1.3255769779223354,0.0,0.0,1.3255769779223354
nor,0.8688070060381858,0.0,0.4560462486238694,1.3248532546620553
yet ca,1.3246788539206726,0.0,0.0,1.3246788539206726
yet ca not,1.3246788539206726,0.0,0.0,1.3246788539206726
constantly,1.0264540378816809,0.0,0.2979742995402505,1.3244283374219314
ring,1.0299133519668224,0.0,0.2943179362593641,1.3242312882261866
bag way,0.9459705101141027,0.0,0.37802461451265174,1.3239951246267545
but bag,1.0650716872653592,0.2582148884057867,0.0,1.3232865756711458
min still,1.3230395249035822,0.0,0.0,1.3230395249035822
hub,0.951984085139431,0.0,0.3708665268761927,1.3228506120156238
hold change,1.0636176709724212,0.0,0.2588680672955124,1.3224857382679336
come not,1.3223543589278997,0.0,0.0,1.3223543589278997
disrespect,1.322319975061499,0.0,0.0,1.322319975061499
go check,0.9934583387900648,0.0,0.3285553895638189,1.3220137283538838
acknowledge,0.9454618739859161,0.37646426281406636,0.0,1.3219261367999824
bag sent,1.3217578069534837,0.0,0.0,1.3217578069534837
make destination,0.6430264097165456,0.6782815554350037,0.0,1.3213079651515494
ap still,1.0517667389656125,0.2694645019163812,0.0,1.3212312408819937
stock,1.0933912041131237,0.0,0.22768566153141348,1.3210768656445373
box,1.3209887291022708,0.0,0.0,1.3209887291022708
response flight,1.3207395222142904,0.0,0.0,1.3207395222142904
time hold,1.320076658181885,0.0,0.0,1.320076658181885
get update,1.319982600471758,0.0,0.0,1.319982600471758
gave,0.944857248165828,0.374600523668586,0.0,1.319457771834414
bos gt,0.4977107748839612,0.5206684446820018,0.30011303253305277,1.3184922520990159
delay right,1.3174685724903341,0.0,0.0,1.3174685724903341
property,0.9999218637650025,0.0,0.3168619906883908,1.3167838544533934
intentionally,1.315703995927207,0.0,0.0,1.315703995927207
stellar,0.9335977579294782,0.3820723323265503,0.0,1.3156700902560285
delayed due weather,0.9615054391279256,0.0,0.3541606829950071,1.3156661221229327
arrive airport,0.6759417223479725,0.2864147811940504,0.35329273325686883,1.3156492367988917
guy know,0.7918752040023341,0.5236611675205064,0.0,1.3155363715228405
ee_teaseerience today,1.315512582725149,0.0,0.0,1.315512582725149
but late,1.3148847832143837,0.0,0.0,1.3148847832143837
manually,1.0641564297559425,0.0,0.25027833816662054,1.314434767922563
flighted due,1.3143628400828866,0.0,0.0,1.3143628400828866
cancelled flighted due,1.3143628400828866,0.0,0.0,1.3143628400828866
witness,1.3141618818844658,0.0,0.0,1.3141618818844658
record locator,0.8029934996982311,0.0,0.5110955011280733,1.3140890008263044
limited,0.9303584121867605,0.0,0.38361057692340206,1.3139689891101627
thank not,0.29298828595802123,1.0206147442363707,0.0,1.313603030194392
andrews,0.0,0.4653809202941767,0.8477609092464792,1.3131418295406558
julie andrews,0.0,0.4653809202941767,0.8477609092464792,1.3131418295406558
julie,0.0,0.4653809202941767,0.8477609092464792,1.3131418295406558
manchester,1.0135061233119873,0.0,0.2994776639568719,1.3129837872688592
big surprise,1.312879021869894,0.0,0.0,1.312879021869894
ice plane,0.6709936888619398,0.0,0.6414331667513873,1.3124268556133272
incoming,0.6779972859696273,0.0,0.6340078274016101,1.3120051133712374
rudeness,1.3113958409275213,0.0,0.0,1.3113958409275213
fly us,1.0490376250049716,0.0,0.2619037502133719,1.3109413752183434
try speak,1.3108314908450887,0.0,0.0,1.3108314908450887
supposedly,0.914958320937395,0.0,0.39567701845946585,1.3106353393968608
palm springs,1.0332803369739763,0.27734449598650956,0.0,1.3106248329604857
make travel,0.7071803294047995,0.31222783953790506,0.29111886739810866,1.3105270363408132
not ee_teaseect,0.920985566059562,0.3893751400510213,0.0,1.3103607061105833
pleasee_wink,0.0,1.3102027077512557,0.0,1.3102027077512557
follow pleasee_wink,0.0,1.3102027077512557,0.0,1.3102027077512557
flight bc,1.3100479278093162,0.0,0.0,1.3100479278093162
seat get,1.3093617099352626,0.0,0.0,1.3093617099352626
plans,0.758453567415057,0.0,0.5505173856328903,1.3089709530479472
back feature,1.3083104565545751,0.0,0.0,1.3083104565545751
call back feature,1.3083104565545751,0.0,0.0,1.3083104565545751
friendlyskies,0.9232397591542869,0.38464067351118564,0.0,1.3078804326654725
greatservice,0.0,1.307759907491709,0.0,1.307759907491709
notimpresed,1.3076954222150183,0.0,0.0,1.3076954222150183
closest,0.6835888807251822,0.0,0.6239979608883666,1.3075868416135488
dark,0.6739338599358516,0.0,0.6332460563691661,1.3071799163050177
smoothly,0.36421421591326897,0.9427700545296275,0.0,1.3069842704428964
flex,1.000168079270808,0.0,0.3066905596019376,1.3068586388727457
aruba,0.0,0.0,1.3065895490014274,1.3065895490014274
need use,0.9723112622383627,0.0,0.3335611249160544,1.3058723871544171
excited,0.26041334624336676,1.0452552745349322,0.0,1.3056686207782988
return trip,0.323072599422418,0.9824714992400235,0.0,1.3055440986624416
al get,0.6299886967114668,0.18165647896308385,0.49388787403221424,1.305533049706765
place stay,1.305236682332099,0.0,0.0,1.305236682332099
someone phone,1.3046720719283862,0.0,0.0,1.3046720719283862
flight fly,0.5754608394126908,0.0,0.7286074981393738,1.3040683375520645
another airport,0.26008861000327566,0.3110344526112541,0.7322137562964155,1.3033368189109453
love jetblue,0.0,1.3033314947928702,0.0,1.3033314947928702
customer happy,0.5975295406118102,0.7056773480988454,0.0,1.3032068887106556
flight columbus,0.0,0.0,1.3030848026301345,1.3030848026301345
413,0.9440847303117058,0.0,0.3585007435663066,1.3025854738780125
million mile,1.3025219898567388,0.0,0.0,1.3025219898567388
check baggage,1.0313090117925379,0.2712119946074358,0.0,1.3025210063999737
step game,0.3581687926673634,0.31391993260897094,0.6303946611050962,1.3024833863814305
blanket,0.3924043467582537,0.5159056514893965,0.39390789425384165,1.3022178925014918
get time,0.4247742746961411,0.28730084790065125,0.5900972881725175,1.3021724107693098
stay warm,0.0,1.302152896303078,0.0,1.302152896303078
requirement,0.9840866154135444,0.0,0.3176777973315906,1.3017644127451349
thought know,0.8200004378255861,0.48101786962456866,0.0,1.3010183074501547
ohare,0.5770308233824778,0.31125723202319217,0.41246410654762816,1.3007521619532982
min flight,1.009629218090582,0.2910412145829363,0.0,1.3006704326735181
not fine,1.3006491734219643,0.0,0.0,1.3006491734219643
co,1.2998555443181146,0.0,0.0,1.2998555443181146
seriously not,1.2998476866485251,0.0,0.0,1.2998476866485251
miss meeting,1.2998280857712667,0.0,0.0,1.2998280857712667
pls follow,0.2805035647849148,0.0,1.0192374161928783,1.2997409809777931
pls follow dm,0.2805035647849148,0.0,1.0192374161928783,1.2997409809777931
customer service thank,0.0,1.2997240240656474,0.0,1.2997240240656474
next stop,0.5220842134303084,0.38759031790013504,0.38993606547487547,1.2996105968053189
im still,1.29927942141848,0.0,0.0,1.29927942141848
service staff,0.658212743533229,0.6410139600507927,0.0,1.2992267035840217
really know,1.299184147616141,0.0,0.0,1.299184147616141
discover,1.299096517444628,0.0,0.0,1.299096517444628
never use,1.298932253224397,0.0,0.0,1.298932253224397
service over,0.9630989744529451,0.3356162926741295,0.0,1.2987152671270747
checkin online,0.8905351170011613,0.0,0.40800220675533727,1.2985373237564986
gate next,0.5613913835748943,0.0,0.7370840277195141,1.2984754112944084
brothers,1.2983546154565042,0.0,0.0,1.2983546154565042
classy,0.29832887633654526,1.0,0.0,1.2983288763365453
tell call back,1.2981601465505923,0.0,0.0,1.2981601465505923
take note,0.34050731997910255,0.6123279030244256,0.34524534837422755,1.2980805713777557
book another flight,1.0093702067096473,0.0,0.28833691942939993,1.2977071261390472
reply email,1.2973519159711344,0.0,0.0,1.2973519159711344
dm guy,0.4954785851022087,0.0,0.8017715225988902,1.297250107701099
min away,0.5396417647408964,0.0,0.7574457028528032,1.2970874675936996
new route,0.0,0.5775920586182647,0.7194231470154857,1.2970152056337505
service denver,1.2968053301432976,0.0,0.0,1.2968053301432976
please update,1.2966582050469802,0.0,0.0,1.2966582050469802
but question,0.683329120959344,0.32069207629782903,0.29234702065586904,1.296368217913042
china,0.30429541086735257,0.0,0.9919144374606741,1.2962098483280267
help reflight,0.841687354332892,0.4544499865210717,0.0,1.2961373408539636
help reflight booking,0.841687354332892,0.4544499865210717,0.0,1.2961373408539636
friendliest,0.0,1.296060867874047,0.0,1.296060867874047
watch plane,0.6159427253576024,0.0,0.679477064153528,1.2954197895111306
but suppose,1.29517206227491,0.0,0.0,1.29517206227491
checked flight,1.2951297114667635,0.0,0.0,1.2951297114667635
cover cost,1.2950978444236472,0.0,0.0,1.2950978444236472
friend stuck,1.294949459189474,0.0,0.0,1.294949459189474
thank get,0.0,1.2949424490043697,0.0,1.2949424490043697
get group,1.0039851418605812,0.0,0.2906562745266649,1.2946414163872462
thank quick response,0.0,0.9858983476623766,0.3084299046014559,1.2943282522638326
time would,0.9955330094628065,0.2987344731848565,0.0,1.294267482647663
hospitality,0.0,1.2941844364726574,0.0,1.2941844364726574
holdup,1.293544529192369,0.0,0.0,1.293544529192369
not ok,1.2934627098998797,0.0,0.0,1.2934627098998797
reminder 28,0.0,0.0,1.2933121642896557,1.2933121642896557
28 tweet,0.0,0.0,1.2933121642896557,1.2933121642896557
reminder 28 tweet,0.0,0.0,1.2933121642896557,1.2933121642896557
flight tmrw,1.0420342461493302,0.0,0.2508974123271105,1.2929316584764408
passbook support,0.0,0.7282167109556579,0.5646150479603204,1.2928317589159781
dfw tomorrow,0.49595692280704773,0.0,0.7967376255883055,1.2926945483953531
nearby,0.29626521684512824,0.0,0.9961952979704889,1.2924605148156172
take look,1.0026427634980963,0.2896106882324605,0.0,1.2922534517305568
easy fix,0.9591814771576636,0.0,0.3330458573659671,1.2922273345236306
service ever ee_teaseerienced,0.9103072520848148,0.38179079967505125,0.0,1.292098051759866
luckily,1.2916533457260408,0.0,0.0,1.2916533457260408
back dm,0.0,0.0,1.2913845547680214,1.2913845547680214
follow back dm,0.0,0.0,1.2913845547680214,1.2913845547680214
delay get,1.2912780177700687,0.0,0.0,1.2912780177700687
not weather relate,1.291154365815646,0.0,0.0,1.291154365815646
service rude,1.291054745585682,0.0,0.0,1.291054745585682
try go,0.777737696668758,0.0,0.5128209889139499,1.2905586855827078
got ta,0.495560857595317,0.4418162710081662,0.3530892947983933,1.2904664234018763
piss off,1.290396875206106,0.0,0.0,1.290396875206106
get final,1.0206047833450937,0.0,0.26944043086690683,1.2900452142120007
fast enough,0.703922403421051,0.27564880764242183,0.3103477930696707,1.2899190041331434
not fast enough,0.703922403421051,0.27564880764242183,0.3103477930696707,1.2899190041331434
not fast,0.703922403421051,0.27564880764242183,0.3103477930696707,1.2899190041331434
go take,0.6927415823123761,0.2979537062748536,0.2991634497632042,1.2898587383504339
please add,0.44685088776661486,0.35997946280459503,0.48297871477672183,1.2898090653479317
decisions,0.0,0.0,1.2896306595487559,1.2896306595487559
make airport,0.694846614283592,0.0,0.5947746836765185,1.2896212979601105
someone please help,0.9758644824720655,0.0,0.3136919905223329,1.2895564729943985
not once,1.2892768145245048,0.0,0.0,1.2892768145245048
need much,1.2891683228143516,0.0,0.0,1.2891683228143516
alaska,0.6466311455153099,0.0,0.6422813282657117,1.2889124737810216
madrid,0.35454252256846513,0.0,0.9341955944802862,1.2887381170487513
culture,0.8783148277780568,0.4103616617948635,0.0,1.2886764895729204
tell everyone,1.2882496638151872,0.0,0.0,1.2882496638151872
response but,0.9794790368299962,0.0,0.3084299046014559,1.2879089414314522
get touch,0.6229541335881033,0.0,0.6643435800574048,1.2872977136455082
arrival time,0.9703132841956692,0.0,0.3165205821435134,1.2868338663391827
holiday,1.2867659636603308,0.0,0.0,1.2867659636603308
fault but,1.2867626863887915,0.0,0.0,1.2867626863887915
seems like,1.286612344780362,0.0,0.0,1.286612344780362
flight hawaii,0.3200110555157031,0.34598214287489437,0.6202080487472562,1.2862012471378537
but sure,0.6372998331658231,0.3777520002372866,0.2710151003776678,1.2860669337807775
allow carry,0.3281689416764248,0.0,0.9575947706879432,1.285763712364368
tonight cancelled,1.0063819268980319,0.2793693070647067,0.0,1.2857512339627386
companion pas please,0.0,0.0,1.285664188763569,1.285664188763569
pas please,0.0,0.0,1.285664188763569,1.285664188763569
still not left,1.285625802035365,0.0,0.0,1.285625802035365
since not,1.2854134114494928,0.0,0.0,1.2854134114494928
wait luggage,1.285253973391471,0.0,0.0,1.285253973391471
flight us,0.9377199477617865,0.0,0.34749408031243584,1.2852140280742224
travel time,1.285044561768235,0.0,0.0,1.285044561768235
flight could,1.2850344106422826,0.0,0.0,1.2850344106422826
a1,0.5857210343389031,0.6991340680593041,0.0,1.284855102398207
see thanks,0.0,1.284733676212272,0.0,1.284733676212272
hardly,0.7735908205732591,0.5110090662232712,0.0,1.2845998867965305
get ridiculous,1.2844692700247013,0.0,0.0,1.2844692700247013
44,1.2843110093883927,0.0,0.0,1.2843110093883927
ca not reach,1.284236293194279,0.0,0.0,1.284236293194279
nicer,1.2836878600863928,0.0,0.0,1.2836878600863928
roger,1.2830458769379158,0.0,0.0,1.2830458769379158
hour travel,1.2825581060514466,0.0,0.0,1.2825581060514466
people off,1.282554925326058,0.0,0.0,1.282554925326058
bestairlinever,0.0,1.2821687959896808,0.0,1.2821687959896808
tarmac wait,1.2820434007974881,0.0,0.0,1.2820434007974881
hour layover,0.7828281922565835,0.4991865781114684,0.0,1.2820147703680518
get voucher,1.2818849608460798,0.0,0.0,1.2818849608460798
frontier,0.0,0.0,1.2815242298668925,1.2815242298668925
bag fly,0.815521075021564,0.46585770480130484,0.0,1.2813787798228689
angel,0.0,1.2813037579266704,0.0,1.2813037579266704
average,1.2812476160205593,0.0,0.0,1.2812476160205593
financial,0.3664915375682764,0.0,0.9145528986837941,1.2810444362520705
medical,1.0184396163069642,0.0,0.2619037502133719,1.280343366520336
need receipt,0.6344404269377556,0.0,0.6458967318405284,1.2803371587782841
dissatisfied,1.280060512367179,0.0,0.0,1.280060512367179
amp found,1.0061101278246407,0.0,0.27393077397510823,1.280040901799749
everyone flight,0.3751711400046203,0.9048103478912438,0.0,1.2799814878958642
delayed but,1.2796810710467827,0.0,0.0,1.2796810710467827
personally,0.9681032412948516,0.31109544386262117,0.0,1.2791986851574728
abq,0.0,0.6248757823375721,0.6538928128541515,1.2787685951917236
bag need,1.2785507580475715,0.0,0.0,1.2785507580475715
boot,0.639394001821366,0.32027577329899026,0.3187180697119054,1.2783878448322616
red carpet,0.31431539762650124,0.44875549023820166,0.5152053080303411,1.2782761958950442
carpet,0.31431539762650124,0.44875549023820166,0.5152053080303411,1.2782761958950442
not blame,0.5478320789517526,0.0,0.7303435031691694,1.278175582120922
rapid rewards,0.37385652758705507,0.0,0.9035031688458065,1.2773596964328615
week not,1.040429173551476,0.0,0.23675462504703365,1.2771837985985095
getting,1.2769700798166739,0.0,0.0,1.2769700798166739
glasgow,0.0,0.0,1.2762348040619744,1.2762348040619744
promotions,0.3900999172356875,0.0,0.8859805030471835,1.276080420282871
comfort,1.2759965768364052,0.0,0.0,1.2759965768364052
boarding procedure,1.2757233103212298,0.0,0.0,1.2757233103212298
staff not,1.275625188841104,0.0,0.0,1.275625188841104
like need,0.8945240935465453,0.0,0.3809328651785714,1.2754569587251168
outa,0.9495844500193396,0.32586826392774826,0.0,1.2754527139470877
get kid,1.275312374549216,0.0,0.0,1.275312374549216
need fly,0.8165096755983993,0.0,0.4581334096121627,1.274643085210562
havent,1.274447980623145,0.0,0.0,1.274447980623145
hang customer,1.2740530199164009,0.0,0.0,1.2740530199164009
style,0.37409010797042075,0.8998401118789661,0.0,1.2739302198493867
plow,0.7283560275732968,0.0,0.5455651102503957,1.2739211378236925
temp,0.9370593097690545,0.0,0.3367294270836751,1.2737887368527296
oscars2015,0.0,0.9154320799045399,0.35810782269754865,1.2735399026020886
upgrade first class,0.5528512333721837,0.3714962480461159,0.3490536353168696,1.2734011167351693
email text,1.2730074906823554,0.0,0.0,1.2730074906823554
follow thank,0.0,0.8067868564417157,0.46594837653574966,1.2727352329774653
not correct,0.9814891745698147,0.29108786280314175,0.0,1.2725770373729564
backlog,1.2717484039368456,0.0,0.0,1.2717484039368456
make customer,0.6830337288112378,0.5886485686346454,0.0,1.2716822974458832
function,0.9374991980583047,0.3339274423081447,0.0,1.2714266403664494
back airport,0.948640096002259,0.0,0.322213141174294,1.2708532371765529
checkpoint,1.270673711139678,0.0,0.0,1.270673711139678
reservation hold,0.8906337183056439,0.0,0.37968162090437846,1.2703153392100224
flight unacceptable,1.2702889861360784,0.0,0.0,1.2702889861360784
would take,1.2699479658468178,0.0,0.0,1.2699479658468178
charlotte nc,0.8700180519759771,0.0,0.39916822411941894,1.269186276095396
cancelled flightled need,1.2687032293255425,0.0,0.0,1.2687032293255425
flightled need,1.2687032293255425,0.0,0.0,1.2687032293255425
flightled connect,1.2683940718533573,0.0,0.0,1.2683940718533573
work but,0.5406356950585833,0.3282400373741037,0.39947480814032327,1.2683505405730102
sure would,0.5402167649803074,0.38484252362224386,0.34302742572318407,1.2680867143257353
awful customer,1.2670232070737142,0.0,0.0,1.2670232070737142
flight ticket,1.2664061396627986,0.0,0.0,1.2664061396627986
card but,0.5606413797303096,0.0,0.7054764113117264,1.266117791042036
help phone,1.2656170931361987,0.0,0.0,1.2656170931361987
get home today,0.30402372865332533,0.47385491113511674,0.4875821096184671,1.2654607494069092
fly after,0.23064282850938703,0.3906781147657192,0.6440445649299221,1.2653655082050284
but way,0.3361554639229256,0.0,0.9291145297289851,1.2652699936519107
blah,1.264564140947538,0.0,0.0,1.264564140947538
encounter,0.9591821922429105,0.30511993610779387,0.0,1.2643021283507043
row not,1.2642388720619824,0.0,0.0,1.2642388720619824
11th,1.2641023704486458,0.0,0.0,1.2641023704486458
30 min late,1.2640927829701356,0.0,0.0,1.2640927829701356
porcustomerservice,1.2640168005546262,0.0,0.0,1.2640168005546262
cabo,0.8269915538441419,0.0,0.4370088566754467,1.2640004105195886
locate bag,1.2639545871522335,0.0,0.0,1.2639545871522335
one leg,0.4950898260543309,0.0,0.7682443111775314,1.2633341372318623
get dallas,0.9728178182067277,0.29013902573940153,0.0,1.2629568439461294
air not,1.2629505334262379,0.0,0.0,1.2629505334262379
blatant,1.262940129385961,0.0,0.0,1.262940129385961
state not,1.00933976492794,0.0,0.253399840697194,1.262739605625134
wait baggage,1.2626763886955752,0.0,0.0,1.2626763886955752
notch,0.3430248355510238,0.9193914286426957,0.0,1.2624162641937196
blew,0.2840823872888954,0.9780939142083693,0.0,1.2621763014972647
customer like,0.8437055684504802,0.4184423400247821,0.0,1.2621479084752623
book one,1.2617270951524975,0.0,0.0,1.2617270951524975
ripped,1.26142171636336,0.0,0.0,1.26142171636336
go cancelled,1.2612839686027912,0.0,0.0,1.2612839686027912
need talk,0.9563873588069309,0.0,0.3045796061988901,1.260966965005821
superior,0.0,0.2796972124937597,0.9812094950628986,1.2609067075566582
invite,0.6247803391855175,0.2915448985156154,0.34426792039795384,1.2605931580990868
dms,0.6146618552060622,0.0,0.6457017202242874,1.2603635754303495
passenger wait,1.2603557255913929,0.0,0.0,1.2603557255913929
b737,0.3429906141051597,0.0,0.9169169169822962,1.259907531087456
not available,1.2597764477878475,0.0,0.0,1.2597764477878475
ca not take,1.2595327396797509,0.0,0.0,1.2595327396797509
oh well,0.7803791194772933,0.4789136098234481,0.0,1.2592927293007414
thank jetblue,0.0,1.2592208755242056,0.0,1.2592208755242056
delayed amp,1.259083253721817,0.0,0.0,1.259083253721817
time need,1.2587787717278298,0.0,0.0,1.2587787717278298
yet not,0.8752020275605007,0.0,0.38350161735102384,1.2587036449115245
thanks look,0.0,1.258318770582361,0.0,1.258318770582361
love see,0.5172027251011846,0.0,0.7407182699095333,1.2579209950107177
person talk,0.9288742049446279,0.328989318961815,0.0,1.2578635239064428
say customer,0.6893622786676088,0.5684753200107395,0.0,1.2578375986783483
well system,1.2577431430082366,0.0,0.0,1.2577431430082366
take business,1.2577296275789285,0.0,0.0,1.2577296275789285
rude rude,1.2577006816375307,0.0,0.0,1.2577006816375307
accomplish,0.0,1.2574757437765365,0.0,1.2574757437765365
mission accomplish,0.0,1.2574757437765365,0.0,1.2574757437765365
good word,0.38033217632281624,0.8769230939211912,0.0,1.2572552702440074
normally,0.9508741907686871,0.0,0.3062534383653935,1.2571276291340805
schedule depart,0.7151408563400565,0.0,0.5413730383510571,1.2565138946911136
travel fund,0.9441911932633114,0.0,0.3120075593268976,1.256198752590209
day time,0.3335595989342052,0.9225095786882846,0.0,1.25606917762249
flight push,1.2559930566771085,0.0,0.0,1.2559930566771085
injury,0.8410814357187222,0.41489470629522024,0.0,1.2559761420139424
noon,0.9470155404674501,0.0,0.3089167697951243,1.2559323102625743
accidentally,0.0,0.0,1.2558946666403301,1.2558946666403301
shoutout,0.19127867840033358,0.8431632056956748,0.22144803589592138,1.2558899199919298
company not,1.255755317477562,0.0,0.0,1.255755317477562
sit seat,0.962403331771735,0.0,0.29321201275563696,1.255615344527372
ever flown,0.9152549731165396,0.3401160421062137,0.0,1.2553710152227533
hold not,1.2553633254252665,0.0,0.0,1.2553633254252665
not found,1.2549710632628446,0.0,0.0,1.2549710632628446
time lose,1.2548535644696435,0.0,0.0,1.2548535644696435
kept get,1.2548318579099789,0.0,0.0,1.2548318579099789
redirect,1.254379513420597,0.0,0.0,1.254379513420597
magazine,0.3702654383243611,0.0,0.8839072470900069,1.254172685414368
since yesterday,1.2536617552797287,0.0,0.0,1.2536617552797287
nassau,0.0,0.0,1.2534777508374635,1.2534777508374635
advertise,1.2531039838902975,0.0,0.0,1.2531039838902975
accept call,1.2530811692959305,0.0,0.0,1.2530811692959305
save trip,0.6059157002951678,0.3278192861402289,0.31934037362820894,1.2530753600636058
want take,0.9562434446068437,0.2966379678011506,0.0,1.2528814124079943
dl,0.9073362296905609,0.3452894449797798,0.0,1.2526256746703408
san antonio,0.2799972858311759,0.28351207350749213,0.689095563038967,1.252604922377635
antonio,0.2799972858311759,0.28351207350749213,0.689095563038967,1.252604922377635
people call,0.9320867816243665,0.32027497558460644,0.0,1.252361757208973
come get,0.30289943684292464,0.0,0.9493036231109808,1.2522030599539056
neptune,1.2521171907625097,0.0,0.0,1.2521171907625097
even tho,0.9156694616227197,0.3362747077200464,0.0,1.251944169342766
today cancelled flightled,1.2519147441763778,0.0,0.0,1.2519147441763778
admirals,0.5707628167701382,0.34129202782192225,0.33945644561268123,1.2515112902047416
market,0.3335423985549119,0.44835805092883524,0.4694540018666161,1.2513544513503634
pull gate,1.251334598010453,0.0,0.0,1.251334598010453
message thanks,0.0,1.2513324366039547,0.0,1.2513324366039547
na get,1.2512904217091407,0.0,0.0,1.2512904217091407
know but,0.634131188170941,0.35773195241430833,0.2588391375208347,1.2507022781060841
but not able,1.2506827518147574,0.0,0.0,1.2506827518147574
reference number,0.27199113369182076,0.0,0.9784909961426582,1.250482129834479
bag wait,0.9031952440658866,0.3465724882195265,0.0,1.249767732285413
time year,0.6819894655072101,0.5675957534183618,0.0,1.2495852189255718
best option,0.5906464910852667,0.0,0.6587814347244476,1.2494279258097143
ase,0.2977821492534238,0.29965630030672313,0.6519565712536122,1.249395020813759
add passbook,0.0,0.8517862421350315,0.39740788584233006,1.2491941279773615
nothing else,1.249157185944262,0.0,0.0,1.249157185944262
thanks let know,0.36203878379451715,0.8870397433146592,0.0,1.2490785271091762
thought guy,0.7622649539300129,0.0,0.4867775207855464,1.2490424747155593
please answer,1.2489458482037321,0.0,0.0,1.2489458482037321
flight never,1.2486628776413602,0.0,0.0,1.2486628776413602
anybody,0.6222091995652932,0.6263972404466803,0.0,1.2486064400119736
drink coupon,0.9704079801944006,0.2780132281947993,0.0,1.2484212083892
wait after,0.8772710024669085,0.37096440719632146,0.0,1.24823540966323
not next,1.247710619635102,0.0,0.0,1.247710619635102
arizona,0.3673695418780814,0.8801599524919242,0.0,1.2475294943700057
person help,1.2475109402109341,0.0,0.0,1.2475109402109341
ee_teaseerience not,0.9905891137872254,0.25652050335480625,0.0,1.2471096171420317
not eat,0.9140753798523775,0.33292598857567557,0.0,1.247001368428053
hard work,0.2602616304007391,0.9866894127014685,0.0,1.2469510431022075
daytona,0.0,0.36671352771047633,0.879559226952171,1.2462727546626473
go see,0.0,0.0,1.245830258989629,1.245830258989629
last leg,1.245734384049518,0.0,0.0,1.245734384049518
cranky,1.2453954806813683,0.0,0.0,1.2453954806813683
remote,1.244988635121579,0.0,0.0,1.244988635121579
greenville,1.2447988265562868,0.0,0.0,1.2447988265562868
thanks think,0.6695392153600491,0.5751590487090242,0.0,1.2446982640690734
make connect flight,0.6204108917041788,0.0,0.6237637992252799,1.2441746909294586
make connect,0.6204108917041788,0.0,0.6237637992252799,1.2441746909294586
service get bad,0.9772296413445936,0.26645381251946154,0.0,1.243683453864055
miss luggage,1.243466288232073,0.0,0.0,1.243466288232073
offload,1.2429350804296209,0.0,0.0,1.2429350804296209
not refund,1.242747301897504,0.0,0.0,1.242747301897504
flight ridiculous,1.2425694737763076,0.0,0.0,1.2425694737763076
aboard,0.7268269551067128,0.5155206838517736,0.0,1.2423476389584864
amp crew,0.2450002192181952,0.7215742507545482,0.2756428659023418,1.2422173358750852
middle name,0.7436365188779985,0.0,0.4984491532949239,1.2420856721729225
thanks ruin,1.2416413612221666,0.0,0.0,1.2416413612221666
gate agent say,1.2413506022459035,0.0,0.0,1.2413506022459035
100 people,1.241210185935742,0.0,0.0,1.241210185935742
logo,0.3003383777633146,0.44079193355561824,0.4999568534018782,1.241087164720811
past week,0.5898142782456641,0.6510102159626345,0.0,1.2408244942082987
rico,0.4859794774136713,0.35584313741779877,0.3987851181667594,1.2406077329982295
whole team,0.3907405378579126,0.849792223139548,0.0,1.2405327609974606
confident,0.8658369138519006,0.3744464435017587,0.0,1.2402833573536594
via email,0.9256190009563482,0.0,0.31396839139147015,1.2395873923478185
help ca not,0.8644495113539654,0.374962422348309,0.0,1.2394119337022744
help ca,0.8644495113539654,0.374962422348309,0.0,1.2394119337022744
today need,1.2392693595571846,0.0,0.0,1.2392693595571846
use mile,0.27092066453770913,0.0,0.968340279849635,1.2392609443873441
not take call,1.239011646235467,0.0,0.0,1.239011646235467
